"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","609","login with empty email shows validation errors","chromium","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1665","payment processing for carpenter booking","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","3148","search for electrician","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","943","search for painter","chromium","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","985","contact form submission with empty fields shows validation errors","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","1737","payment processing for plumber booking","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1424","get started link","webkit","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","1626","test1","firefox","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","931","contact form submission with SQL injection attempt shows error","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","4071","payment processing for painter booking","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","627","contact form submission with empty fields shows validation errors","chromium","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","935","signup with valid credentials for alice@example.com","firefox","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","2078","contact form submission with empty fields shows validation errors","webkit","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","717","signup1 with invalid email","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","623","contact form submission with valid data for bob@example.com","chromium","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","742","9. Services section heading visible","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","780","20. Contact details visible","firefox","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","840","home page combox testing for mason","chromium","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","921","delete cart item cleaner","chromium","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","854","4. Click Find Workers navigation","firefox","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","67","API booking creation without authentication shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","866","card details wrong selection","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","233","has title","chromium","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","2329","profile update with valid data for John Doe","webkit","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","1225","signup2 with invalid phone shows validation error","firefox","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","77","API login with empty email and password","chromium","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","630","4. Click Find Workers navigation","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","975","18. Footer logo navigation works","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1337","login with valid credentials for user@example.com","firefox","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","2711","test9","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","1240","delete cart item cook","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1043","profile update with valid data for John Doe","chromium","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","776","contact form submission with empty subject shows validation error","chromium","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","1302","home page combox testing for electrician","webkit","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","1366","login with valid credentials for bob@example.com","firefox","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1022","cookie-based API login and booking history retrieval","chromium","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","516","17. Footer is visible","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","2587","test6","firefox","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","657","contact form submission with short message shows validation error","chromium","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","3917","payment using cash on delivery","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","2230","cookie-based API login and booking","firefox","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","866","7. Main heading visible","firefox","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1268","login with empty password shows validation errors","webkit","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1491","login with valid credentials for alice@example.com","firefox","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1055","profile update with invalid phone shows validation error","chromium","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","4289","payment method upi checking","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","2003","test2","chromium","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","1235","delete cart item electrician","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1396","upi tesing without details","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1148","login with invalid email format shows validation error","firefox","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","3134","contact form submission with valid data for vinay@example.com","webkit","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","76","API booking history retrieval without authentication shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1053","home page combox testing for cleaning","webkit","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","784","test11","chromium","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","744","search for electrician","chromium","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","713","test10","chromium","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","1224","payment processing for cook booking","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1815","home page combox testing for mason","firefox","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","1069","test8","firefox","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","659","19. Contact info section visible","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1094","contact form submission with valid data for vinay@example.com","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","1410","login with valid credentials for vinayksgowda123567@gmail.com","firefox","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","814","API payment processing with invalid booking ID shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4439","test3","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","686","1. Home page loads successfully","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","598","16. Navigate to Cook","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
